Seller ID,Buyer ID,Value
1042,1005,2346018
1042,1005,2045713
1042,1005,1837615.5
1042,1005,1942309
1042,1005,2177646.5
1042,1005,2014951
1042,1005,1864727
1042,1005,2191171
1042,1005,2074425
1042,1005,2077500
1210,1005,2084205.5
1210,1005,2180666
1210,1005,2161157
1210,1005,2254366
1210,1005,2160615.75
1210,1005,1355871.5
1210,1005,2202342
1042,1005,2081341.5
1042,1005,2067761
1042,1005,1963679
1042,1005,2072198
1042,1005,2031870
1042,1005,2089250
1042,1005,1621349
1042,1005,2195065
1042,1005,1465872
1042,1005,2152217
1042,1005,1430855.5
1042,1005,2206099
1042,1005,1554130
1042,1005,2193335
1042,1005,2345515
1042,1005,1576195
1042,1005,2288846
1042,1005,1786795
1042,1005,1287914.5
1042,1005,2122849
1042,1005,1735010
1210,1005,2089624
1210,1005,2222394.25
1210,1005,2180124.75
1042,1005,2112318
1042,1005,2453338
1042,1005,1928267
1042,1005,2253390.5
1042,1005,2084048
1042,1005,2052639
1042,1005,1636153.5
1042,1005,2384633
1042,1005,1966756
1042,1005,2188466.5
1042,1005,2348212
1042,1005,2179520
1042,1005,2273870
1042,1005,1751275.5
1042,1005,2150432
1042,1005,2078889
1042,1005,1642870.5
1042,1005,1480741.5
1045,1018,331947
1045,1018,997122
1045,1018,1206427
1045,1018,581571
1045,1018,2591131
1045,1018,347132
1045,1018,570627
1045,1018,421577
1045,1018,1078002
1045,1018,1133519
1045,1018,309240
1045,1018,856920
1045,1018,828479
1045,1018,1258150
1045,1018,1229991
1045,1018,725307
1045,1018,1064629
1045,1018,347955
1045,1018,509468
1045,1018,641984
1045,1018,1144142
1045,1018,181327
1045,1018,735988
1045,1018,290342
1045,1018,39053
1045,1018,544145
1045,1018,1104858
1045,1018,465825
1045,1018,547815
1045,1018,463074
1045,1018,1065525
1045,1018,312514
1045,1018,184431
1045,1018,516407
1045,1018,186622
1045,1018,288212
1045,1018,854679
1045,1018,270865
1045,1018,332814
1045,1018,347824
1045,1018,798283
1045,1018,144680
1045,1018,577804
1045,1018,804740
1045,1018,551358
1045,1018,421802
1045,1018,774381
1045,1018,556610
1045,1018,1239291
1045,1018,695725
1045,1018,598305
1045,1018,814418
1045,1018,1065810
1045,1018,694356
1045,1018,422602
1045,1018,332596
1045,1018,675414
1045,1018,982416
1045,1018,542721
1045,1018,333619
1045,1018,1047245
1045,1018,721952
1045,1018,1104188
1045,1018,992465
1045,1018,207257
1045,1018,754110
1045,1018,344364
1045,1018,838313
1045,1018,627796
1045,1018,975435
1045,1018,921658
1045,1018,493764
1045,1018,704063
1045,1018,352428
1045,1018,643865
1045,1018,713473
1045,1018,734931
1045,1018,598427
1045,1018,881973
1045,1018,369045
1045,1018,360739
1045,1018,674804
1045,1018,436791
1045,1018,334846
1045,1018,745576
1045,1018,979139
1045,1018,467020
1045,1018,286966
1045,1018,377614
1045,1018,963241
1045,1018,659820
1045,1018,303158
1045,1018,926391
1045,1018,855504
1045,1018,377762
1045,1018,1190199
1045,1018,1095216
1045,1018,716405
1045,1018,644399
1045,1018,552198
1045,1018,591970
1045,1018,322348
1045,1018,822838
1045,1018,576737
1045,1018,706134
1256,1074,1217965.32
1256,1074,608844.6
1256,1074,1207855.08
1256,1074,593658
1668,1074,812152
1668,1074,334887
1668,1074,774140
1668,1074,924636
1668,1074,617007
1668,1074,824153
1668,1074,378726
1163,1074,370348.9
1163,1074,360431
1163,1074,346164
1163,1074,379016
1163,1074,360301.2
1163,1074,664056.8
1163,1074,388621.2
1163,1074,297295.1
1163,1074,423288
1163,1074,349162
1163,1074,318824.2
1163,1074,285406
1163,1074,322848
1163,1074,330022
1163,1074,343739.9
1163,1074,339664
1163,1074,205402.6
1163,1074,299956
1163,1074,308422.5
1163,1074,207550.2
1163,1074,409271.2
1163,1074,364513.8
1163,1074,336760.2
1163,1074,310292
1163,1074,361233.4
1163,1074,339385.7
1163,1074,331344
1163,1074,328500.2
1163,1074,227562
1163,1074,292940.9
1163,1074,364998
1163,1074,328228.8
1163,1074,390108
1007,1074,405203.48
1034,1074,871831
1832,1074,344531
1832,1074,386138
1256,1074,945010
1256,1074,521406.6
1256,1074,1056024.48
1256,1074,1063398.3
1256,1074,1024801.68
1668,1074,753577
1668,1074,868187
1668,1074,946362
1099,1074,1101502
1099,1074,531687
1099,1074,1221653
1488,1074,1002811
1801,1074,1252050
1099,1074,1153568
1801,1074,1050530
1801,1074,1144015
1163,1074,363522.6
1163,1074,328582.8
1163,1074,328452
1163,1074,334282.2
1163,1074,353091.4
1163,1074,298858
1163,1074,342672
1163,1074,330069.6
1163,1074,406274
1163,1074,342578
1163,1074,336241
1163,1074,377977.6
1163,1074,198864
1163,1074,334063.9
1163,1074,316712
1163,1074,77974.4
1163,1074,357598
1163,1074,388644.8
1163,1074,260317.44
1163,1074,320158
1163,1074,340336
1163,1074,336300
1163,1074,364384
1163,1074,316570.4
1163,1074,289572
1163,1074,346920
1163,1074,247470
1163,1074,296392
1163,1074,340837.1
1163,1074,379535.2
1163,1074,314552.6
1163,1074,345716
1007,1074,469022.6
1256,1074,850544
1256,1074,1085335.68
1076,1074,159500
1256,1074,1144800.6
1944,1074,327662
1256,1074,1155137.4
1256,1074,1219742.4
1668,1074,334887
1659,1048,1684049
1659,1048,1726335
1659,1048,1834216
1659,1048,1252629
1659,1048,1246434
1659,1048,1714280
1659,1048,1625275
1210,1048,1844458
1210,1048,1560356
1210,1048,1556528
1210,1048,1801820
1210,1048,1365132
1210,1048,1900510
1210,1048,2031076
1210,1048,1570883
1210,1048,1401498
1210,1048,1821462
1210,1048,1562270
1210,1048,1877594
1210,1048,1604438
1210,1048,1556052
1210,1048,1519642
1210,1048,1973810
1210,1048,1966559
1210,1048,1968948
1659,1048,1711653
1659,1048,1245938
1659,1048,1794568
1659,1048,1105931
1659,1048,1721441
1659,1048,1722664
1659,1048,1622338
1659,1048,1717770
1659,1048,1628455
1659,1048,1783169
1210,1048,1601984
1210,1048,1498630
1210,1048,2087830
1210,1048,1475664
1210,1048,1911600
1210,1048,1935492
1210,1048,1940274
1210,1048,1638350
1210,1048,2010414.5
1210,1048,1716572.5
1210,1048,1729000
1210,1048,1583801
1210,1048,2118970
1210,1048,1872724
1210,1048,1909175
1210,1048,1548394
1210,1048,1560356
1210,1048,1885250
1210,1048,1499587
1659,1048,1644896
1659,1048,1794568
1659,1048,1723643
1659,1048,1247425
1659,1048,1624785
1210,1048,2194314.5
1210,1048,1499110
1210,1048,1614425
1210,1048,1745768
1210,1048,1593371
1210,1048,1636538
1210,1048,1655700
1210,1048,1779782
1210,1048,1636436
1210,1048,1557485
1210,1048,1734270
1210,1048,1697205
1210,1048,1895240
1210,1048,1532605
1210,1048,1652346
1210,1048,2157719
1210,1048,1643135
1210,1048,1787533.5
1210,1048,1978078
1210,1048,1923506
1210,1048,1745768
1210,1048,1602464
1210,1048,2087830
1659,1048,1886611
1659,1048,1624296
1659,1048,1718260
1659,1048,1707982
1659,1048,1624577
1659,1048,1091347
1659,1048,1710919
1659,1048,1718260
1659,1048,1717770
1210,1048,1532125
1210,1048,2285765
1210,1048,1706004
1210,1048,1604438
1210,1048,1849248
1210,1048,1815391
1210,1048,2018364
1210,1048,1497604
1210,1048,1508680
1205,1057,2159980
1205,1057,2127484
1205,1057,2112318
1205,1057,2058156
1205,1057,2281304
1220,1032,1250983
1220,1032,522918
1220,1032,379457
1837,1061,479788
1222,1061,527942
1222,1061,588879
1222,1061,456571.5
1017,1075,767103
1017,1075,1559356
1017,1075,1727856
1023,1075,1180619.5
1017,1075,584807
1017,1075,846219
2085,1075,929923
2085,1075,797386
2085,1075,808855
1503,1075,809167
1503,1075,1400949
1503,1075,181070
1503,1075,329646
1503,1075,873612
2088,1075,217600
1503,1075,395654
1503,1075,1474127
1503,1075,1066913
1017,1075,1685831
1017,1075,2729400
1017,1075,1697744
1017,1075,2799674
1017,1075,1323995
1017,1075,2015110
1350,1075,1277279
1350,1075,1055313
1350,1075,924020
1350,1075,1063139
1350,1075,732812
1350,1075,1435258
1350,1075,1276646
1350,1075,455952
1350,1075,431754
1327,1075,647900
1327,1075,274529
1327,1075,568524
1327,1075,578224
1327,1075,1482932
1327,1075,487998
1327,1075,438370
1327,1075,466838
1327,1075,719506
1327,1075,959960
1327,1075,769549
1327,1075,684106
1327,1075,1430589
1327,1075,607821
1327,1075,447678
1327,1075,962115
1503,1075,1605603
1276,1075,523608
1503,1075,1393651
1503,1075,1088385
1503,1075,1534407
2088,1075,140800
1503,1075,691604
1503,1075,1990884
1503,1075,1355183
1503,1075,869778
1503,1075,111534
1666,1075,277697
1056,1075,570602
1056,1075,441788
1056,1075,767402
1056,1075,687551
1056,1075,905056
1056,1075,655910
1056,1075,567577
1056,1075,770044
1056,1075,662866
1056,1075,721565
1056,1075,452871
1056,1075,552830
1056,1075,732348
1056,1075,815432
1748,1075,823593
1056,1075,559573
1056,1075,767521
1056,1075,213074
1056,1075,890628
1056,1075,715666
1503,1075,498078
1503,1075,1646329
1503,1075,1859031
1503,1075,822502
1503,1075,1773996
1503,1075,432501
1503,1075,1627831
1658,1075,98662.28
1056,1075,448269
1748,1075,485570
1056,1075,860376
1056,1075,1018586
1748,1075,833688
1748,1075,823534
1748,1075,815440
1748,1075,377504
1056,1075,797762
1327,1003,396743
1327,1003,273820
1327,1003,619588
1327,1003,896246
2085,1003,797028
2085,1003,580221
1228,1003,359190
1228,1003,224185
1228,1003,1129378
1228,1003,314849
1228,1003,466624
1228,1003,272567
1034,1003,983341
1748,1003,716906
1309,1003,600475
1074,1003,397872.4
1309,1003,360030
1138,1003,952289
1074,1003,264170
1074,1003,370411.44
1074,1003,714423.92
1074,1003,732195.9
1074,1003,911727
1089,1003,469524
1002,1003,242348
1228,1003,474873
1228,1003,2115949
1228,1003,862624
1228,1003,563239
1228,1003,293384
1228,1003,361897
1228,1003,276261
1228,1003,526268
1228,1003,179008
1228,1003,1166275
1228,1003,681424
1623,1003,873157
1002,1003,479404
1327,1003,237785
1076,1003,48447
1076,1003,15821
2085,1003,510100
2085,1003,959571
2085,1003,950686
1228,1003,540942
1228,1003,492718
1228,1003,686961
1228,1003,450594
1228,1003,767253
1228,1003,474294
1228,1003,543647
1228,1003,269469
1228,1003,277705
1228,1003,520105
1228,1003,1101775
1623,1003,311210
1264,1003,572815
1623,1003,570568
1264,1003,377981
1264,1003,305764
1623,1003,194555
1623,1003,689203
1875,1003,545260
1228,1003,604302
1228,1003,775897
1228,1003,150501
1228,1003,259438
1228,1003,761619
1228,1003,270991
1228,1003,487520
1228,1003,461369
1228,1003,501544
1228,1003,481186
1228,1003,379080
1228,1003,466943
1228,1003,457775
1228,1003,260925
1228,1003,786393
1228,1003,515332
1228,1003,501234
1228,1003,599035
1228,1003,484178
1327,1003,224656
1004,1003,932742.53
2085,1003,621239
1138,1003,472830
1138,1003,253711
1074,1003,169234.42
1309,1003,643848
1309,1003,491575
1595,1003,447733
1309,1003,583638
1074,1003,256022.24
1309,1003,765024
1595,1003,518778
1309,1003,584647
1074,1003,231994
1309,1003,1118381
1228,1003,319046
1228,1003,230363
1228,1003,584567
1228,1003,490622
1228,1003,458317
1076,1003,50364
1228,1003,320732
1039,1004,718738
1039,1004,753666
1039,1004,711004.28
1039,1004,821504.2
1039,1004,723576
1944,1004,653172
1259,1004,817740
1944,1004,300664
1259,1004,809314
1259,1004,1150170
1090,1004,512165
1090,1004,458253
1138,1004,1080922
1138,1004,46703
1051,1004,1462168.68
1051,1004,1579802.88
1138,1004,1136344
1051,1004,1463450.16
1051,1004,1546039.54
1051,1004,1647346.32
1051,1004,1831365.9
1051,1004,1570513.92
1138,1004,1085336
1051,1004,1319932.08
1051,1004,1669879.36
1051,1004,1823315.94
1051,1004,1839863.08
1138,1004,1239896
1051,1004,1829577.02
1138,1004,1365944
1051,1004,1841508
1051,1004,1828440.68
1051,1004,1823763.16
1051,1004,1630116.9
1051,1004,1686277.24
1138,1004,1132752
1101,1004,639277.98
1488,1004,671088
1079,1004,1235696
1104,1004,589339.2
1039,1004,779980
1039,1004,848803.5
1039,1004,864866.26
1039,1004,1208056.86
1039,1004,677867.52
1039,1004,721722.8
1039,1004,823026.4
1090,1004,693377
1090,1004,388782
1090,1004,424800
1839,1004,67500
1101,1004,1176740.84
1747,1004,28967
1090,1004,270810
1090,1004,434806
1090,1004,567899
1090,1004,610650
1090,1004,22420
1135,1004,10266
1090,1004,568123
1090,1004,380727
1259,1004,1220893
1259,1004,852396
1259,1004,1223743
1259,1004,854539
1259,1004,1217240
1259,1004,989037
1259,1004,813793
1656,1004,33150.92
1500,1004,1195453.28
1148,1004,752084.8
1500,1004,1287729.28
1500,1004,536708.26
1500,1004,950112.4
1656,1004,38744.12
1656,1004,15402.54
1500,1004,1167605.28
1500,1004,1425871.88
1656,1004,149004.5
1138,1004,1412780
1138,1004,1196680
1138,1004,1185900
1138,1004,1308322
1138,1004,1110762
1138,1004,1318952
1051,1004,1547381.2
1051,1004,1761017.84
1138,1004,1252244
1138,1004,323355
1138,1004,1471696
1138,1004,1068580
1051,1004,1573685.76
1138,1004,1276940
1138,1004,1194160
1051,1004,667512.08
1051,1004,1494057
1051,1004,1682120.68
1138,1004,1232864
1051,1004,1827340.92
1309,1004,823425
1051,1004,1483230.5
1668,1004,845073
1668,1004,729224
1668,1004,693923
1668,1004,769058
1136,1004,1585672
1668,1004,730134
1136,1004,199632
1668,1004,1018606
1668,1004,888516
1668,1004,842515
1079,1004,1238174
1172,1004,1185281
1259,1004,1212026
1259,1004,1011311
1132,1004,124348
1259,1004,841152
1259,1004,811351
1259,1004,814200
1090,1004,485688
1090,1004,352407
1090,1004,505544
1488,1004,1205072
1809,1004,595909
1488,1004,895549
1488,1004,1117713
1774,1004,374377
1809,1004,1127691
1488,1004,925384
1039,1004,752231.12
1039,1004,664500.48
1039,1004,986229.84
1039,1004,736300.52
1101,1004,929733.8
1101,1004,926265.78
1090,1004,565515
1037,1004,213287
1135,1004,76995
1037,1004,43039
1037,1004,1053007
1668,1004,1061497
1668,1004,944411
1668,1004,765146
1668,1004,1005648.44
1668,1004,755642
1668,1004,945289
1136,1004,266484
1668,1004,784964
1668,1004,1091786
1930,1004,320423
2184,1004,1209016
2184,1004,1206067
2184,1004,1023770
1243,1004,114356
1051,1004,1757558.08
1309,1004,806636
1051,1004,1850535
1138,1004,312639
1051,1004,1805694.52
1051,1004,1821004.44
1051,1004,1750861.58
1138,1004,1215886
1051,1004,1826893.7
1138,1004,1407398
1051,1004,1827788.14
1051,1004,1666593.06
1138,1004,1384466
1051,1004,1467294.6
1138,1004,228070
1051,1004,1577637.58
1138,1004,1142660
1051,1004,1737686.88
1051,1004,1653032.86
1051,1004,1839415.86
1138,1004,1340068
1051,1004,1732560.96
1051,1004,1926813.16
1051,1004,1835390.88
1138,1004,1406088
1051,1004,1762554.2
1051,1004,1764719.5
1051,1004,1753665.86
1138,1004,1168672
1039,1004,703015.68
1039,1004,755001.16
1039,1004,810671.8
1039,1004,733469.12
1039,1004,1214513.82
1039,1004,821731.94
1039,1004,1213706.7
1259,1004,815014
1293,1004,22527
1944,1004,663708
1259,1004,1124492
1090,1004,568949
1090,1004,357628
1990,1004,1021691
1990,1004,1093954
1990,1004,1108699
1990,1004,1100704
1990,1004,1094474
1990,1004,1196874
1990,1004,1033344
1990,1004,1089282
1690,1004,1267774
1990,1004,1098108
1990,1004,1087724
1990,1004,1197824
1990,1004,1277126
1990,1004,1142594
1990,1004,1138252
1990,1004,1046123
1990,1004,1084609
1990,1004,622592
1990,1004,1347165
1990,1004,1146394
1990,1004,1243956
1990,1004,786311
1990,1004,1197824
1990,1004,1106911
1990,1004,1112126
1990,1004,1137154
1990,1004,1082284
1990,1004,1149108
1259,1004,812572
1293,1004,11838
1132,1004,115978
1259,1004,1208014
1259,1004,809314
1449,1004,195408
1449,1004,325680
1449,1004,350594
1310,1004,865944
1449,1004,419964
1310,1004,865944
1449,1004,244260
1310,1004,836137
1310,1004,844063
1449,1004,374532
1449,1004,330706
1449,1004,359550
1449,1004,356782
1449,1004,415404
1310,1004,813403
1449,1004,377959
1449,1004,421698
1310,1004,743534
1679,1004,1537516
1449,1004,422272
1449,1004,443916
1449,1004,247516
1079,1004,1235696
1079,1004,1239826
1500,1004,744537.52
1656,1004,45666
1500,1004,1194372.4
1147,1004,1165992
1656,1004,149565
1656,1004,158853.96
1656,1004,18148.4
1656,1004,293407
1500,1004,1216884.44
1656,1004,19216.3
1500,1004,1207883.4
1090,1004,394795
1090,1004,610650
1090,1004,581351
1037,1004,278379
1090,1004,394564
1259,1004,1675181
1259,1004,854966
1259,1004,1145260
1259,1004,567156
1259,1004,1131290
1259,1004,842346
1259,1004,812979
1039,1004,1239938.1
1039,1004,782561.26
1039,1004,667445.76
1039,1004,791520.4
1039,1004,943572.84
1051,1004,1827788.14
1051,1004,1833835.06
1051,1004,1352393.28
1138,1004,1292374
1051,1004,1575472.28
1051,1004,496478.52
1051,1004,1826253.56
1051,1004,1607911.18
1309,1004,1626376
1051,1004,1829577.02
1138,1004,1296490
1051,1004,1389616.38
1051,1004,1832260.34
1138,1004,1292374
1051,1004,1462168.68
1051,1004,1551853.4
1051,1004,1462315.12
1051,1004,1298707.42
1051,1004,1740677
1138,1004,841134
1051,1004,1828235.36
1138,1004,1410836
1668,1004,1038038
1668,1004,715957
1668,1004,1075161
1668,1004,1016192
1668,1004,1023920
1668,1004,687858
1136,1004,1730723
1668,1004,920406
1136,1004,684106
1668,1004,758830
1136,1004,1747933
1668,1004,868039
1488,1004,673024
1774,1004,725566
1159,1004,22628
1335,1004,33630
1039,1004,725062.8
1051,1004,1642534.64
1138,1004,1343822
1138,1004,1192564
1138,1004,1164264
1051,1004,1001806.08
1051,1004,1651583.46
1051,1004,1441837.28
1138,1004,1358416
1138,1004,1308322
1138,1004,1360776
1138,1004,1247024
1051,1004,1639955.74
1138,1004,1190856
1051,1004,1326507.62
1138,1004,1200768
1051,1004,1518952.06
1051,1004,1499496.32
1309,1004,823014
1138,1004,1297004
1051,1004,1732560.96
1138,1004,1294946
1138,1004,1375206
1051,1004,1838968.64
1051,1004,1945109.64
1051,1004,1872986.38
1138,1004,1266136
1051,1004,1141338.48
1138,1004,1321700
1138,1004,774452
1051,1004,1834943.66
1138,1004,1290448
1138,1004,1478616
1138,1004,1431576
1228,1004,1255897
1135,1004,10950
1090,1004,318600
1034,1004,602595
1090,1004,531000
1034,1004,796007
1944,1004,363261.5
1132,1004,117742
1259,1004,828478
1259,1004,1131290
1259,1004,845302
1259,1004,849399
1259,1004,1142996
1259,1004,853718.2
1862,1004,419702
1656,1004,19608.06
1148,1004,783543.6
1656,1004,30114.78
1656,1004,115575.1
1500,1004,767106.2
1500,1004,342392.34
1656,1004,77349
1656,1004,71918.64
1500,1004,1200937.92
1049,1004,11072
1656,1004,64194.36
1500,1004,792926.96
1500,1004,692353.2
1034,1004,673572
1090,1004,580005
1037,1004,593186
1039,1004,832377.9
1039,1004,707827.72
1039,1004,1207451.52
1039,1004,837540.4
1039,1004,788535
1039,1004,1208258.64
1136,1004,982219
1668,1004,1060418
1668,1004,377503
1668,1004,864930
1136,1004,850644
1668,1004,752333
1668,1004,707486
1668,1004,963326
1668,1004,996156
1668,1004,876895
1668,1004,863948
1668,1004,1134790
1668,1004,966312
1668,1004,1067753
1668,1004,903408
1668,1004,1001706
1668,1004,1003462
1668,1004,1044416
2184,1004,1201915
1037,1004,675507
1034,1004,733784
1090,1004,350912
1090,1004,363086
1037,1004,64222
1090,1004,587404
1090,1004,592336
1037,1004,430193
1051,1004,1610310.6
1138,1004,1502796
1051,1004,1834496.44
1051,1004,838864.36
1138,1004,1198030
1138,1004,1220592
1051,1004,1695825.2
1051,1004,1448926.72
1051,1004,1663093.66
1051,1004,1291787.9
1051,1004,1469003.24
1051,1004,1361337.68
1138,1004,1380465
1051,1004,1827565.82
1138,1004,1211996
1138,1004,1016122
1138,1004,1078992
1138,1004,991672
1138,1004,1361366
1051,1004,1575039.22
1051,1004,1335155.84
1051,1004,1657320.62
1051,1004,1829099.12
1138,1004,1417642
1138,1004,999224
1138,1004,1282084
1839,1004,550080.6
1259,1004,848970
1259,1004,831369
1259,1004,1204804
1990,1004,1032812
1990,1004,1086166
1990,1004,1138228
1990,1004,1168648
1990,1004,1097070
1990,1004,1088762
1990,1004,1256346
1990,1004,1248245
1990,1004,1200199
1990,1004,1023662
1990,1004,1300596
1990,1004,1074166
1990,1004,1018883
1690,1004,1314672
1990,1004,1153450
1990,1004,1093435
1990,1004,1092397
1990,1004,210677
1990,1004,1149650
1090,1004,358248
1090,1004,363086
1147,1004,1153586
1500,1004,842213.2
1656,1004,70375.2
1500,1004,755294.4
1148,1004,748061
1656,1004,110599.04
1656,1004,10236.5
1500,1004,1229814.88
1500,1004,1150353.68
1500,1004,1220459.84
1148,1004,744403
1656,1004,85609
1500,1004,1214453.64
1500,1004,1431878.08
1656,1004,23541
1132,1004,130584
1862,1004,481369
1259,1004,2014483
1259,1004,805651
1809,1004,588178
1488,1004,1139058
1488,1004,1101879
1774,1004,335725
1668,1004,690508
1668,1004,813388
1668,1004,748200
1668,1004,1189096
1668,1004,811014
1136,1004,1726706
1668,1004,1061951
1668,1004,890748
1668,1004,855950
1668,1004,1046042
1668,1004,995736.44
1668,1004,1281060.44
1668,1004,974466
1668,1004,997619
1039,1004,367277.94
1039,1004,821324.26
1039,1004,1219279.26
1039,1004,739222.8
1037,1004,57285
1051,1004,1763612.66
1138,1004,1135896
1051,1004,1676850.32
1051,1004,1563779.66
1051,1004,1542047.6
1051,1004,1444073.38
1138,1004,1139830
1138,1004,1316554
1138,1004,1418422
1138,1004,990256
1138,1004,1211624
1051,1004,1663531.08
1051,1004,1734696.76
1138,1004,1280026
1051,1004,1273267.2
1138,1004,1084656
1138,1004,1279120
1051,1004,1756924.42
1051,1004,1757558.08
1309,1004,823425
1051,1004,1285300.84
1051,1004,1553153.76
1051,1004,1539554.86
1138,1004,1002208
1051,1004,1590484.72
1138,1004,1038212
1051,1004,1753026.88
1039,1004,650906.88
1039,1004,858756.8
1039,1004,746055
1039,1004,699197.2
1335,1004,34220
1259,1004,847435
1259,1004,1131668
1944,1004,303944
1259,1004,808093
1259,1004,1206408
1259,1004,1193570
1259,1004,1135820
1259,1004,839475.6
1259,1004,1200390
1259,1004,814200
1259,1004,806465
1034,1004,757916
1090,1004,272757
1090,1004,458253
1809,1004,1135726
1449,1004,504896
1449,1004,504196
1679,1004,1436138
1449,1004,494148
1310,1004,825292
1449,1004,603492
1449,1004,347174
1449,1004,328512
1449,1004,373824
1449,1004,390286
1449,1004,458962
1449,1004,415080
1449,1004,413450
1449,1004,586665
1449,1004,290870
1449,1004,438871
1449,1004,305856
1449,1004,245888
1449,1004,356294
1449,1004,222440
1449,1004,283342
1449,1004,420552
1679,1004,1069290
1449,1004,358736
1449,1004,456484
1449,1004,227976
1449,1004,290870
1449,1004,341964
1449,1004,309396
1449,1004,338070
1259,1004,814607
1259,1004,802872
1259,1004,830077
1259,1004,1122228
1259,1004,812979
1259,1004,1113164
1259,1004,809314
1159,1004,71317
1037,1004,391211
1090,1004,479212
1090,1004,590095
1090,1004,548901
1090,1004,360737
1090,1004,462560
1039,1004,636180.48
1039,1004,771366
1039,1004,709812.48
1138,1004,1283628
1138,1004,1163240
1138,1004,1181630
1051,1004,1746841.32
1138,1004,1489108
1051,1004,1465585.96
1051,1004,1467294.6
1051,1004,1463877.32
1051,1004,1461741.52
1051,1004,1664682.64
1051,1004,1836285.32
1051,1004,1653032.86
1138,1004,1276978
1138,1004,1173014
1051,1004,1659778.56
1138,1004,1285894
1138,1004,1317370
1138,1004,1139412
1051,1004,1653470.28
1051,1004,1880970.16
1051,1004,1623212.48
1051,1004,1654012.14
1051,1004,1842304.5
1138,1004,1289976
1668,1004,850054
1668,1004,928199
1668,1004,822132.22
1668,1004,726450
1668,1004,915380
1668,1004,790561
1668,1004,1024331.78
1668,1004,840878
1668,1004,1248292
1668,1004,675719
1668,1004,779071
1668,1004,1082903
1668,1004,849276
1500,1004,408218.64
1500,1004,107049.6
1500,1004,1315357.8
1147,1004,1154363
1656,1004,216736.5
1656,1004,69229
1148,1004,714041.6
1656,1004,32597.5
1500,1004,108069.12
1147,1004,1162502
1839,1004,580269.72
1839,1004,1037641.26
1039,1004,802258.4
1039,1004,727204.5
1039,1004,750878.26
1039,1004,874450.8
1039,1004,932360.48
1039,1004,754107.32
1039,1004,1218267.4
1039,1004,728437.6
1039,1004,786616.32
1488,1004,1081911
1990,1004,1018429
